,0
406,"낮엔 은어를 잡고,
밤엔 튜브 잡고 ㅎㅎ 신나는 여름축제 생각만 해도 즐거움으로 미소가 절로 지어 집니다.
2018년 우리나라의 전기가모자를 정도로 핫한 여름이였는데 봉화에서는 그 더위보다 더 핫한 즐거움으로 튜브잡기를 하였습니다. 2019년 기대 만땅입니다."
407,
408,"봉화은어축제의 핫한 체험으로 반두를 이용한 은어잡이는 잡아 본 분들만이 알수 있습니다. 선조들이 물고기를 잡을때 사용하셨던 도구라 친환경적 ㅋㅋ 인 방법이라 내성천에 3천명이 들어간다고 해도 환경적으로 아무문제 없습니다.1인당 20마리 이하로 제한 를 시킬 정도로 봉화의 은어는 눈감고 헤엄을 치고 있습니다. 제가 전국의 물고기를 잡아 봐서 팁을 드리자면 놀란 물고기들 중앙이 아닌 뭍으로 숨으려고 하니 한가운데가 아닌 양옆에서 반두를 사용하는것이 훨 괜찮으실거예요. 혼자서 잡으려고 하지말고, 2인1조로 위에서 몰고 내려오면 밑에 있는 사람이 반두를 펼쳐 놓고 있다가 두사람이 만나는 지점에서 들어 올리면 20마리는 족히 넘을것 입니다.
21회째를 맞이하는 축제장에서는 깜짝 이벤트도 준비되어 있다는데 주최측인 봉화군에서 정확하게 발표를 안해주시는데 작년에는 야간은어잡이를 무료로 하고, 축제기간에 봉화군에서 숙박을 하신분들에게 야간반두잡이 체험을 50%할인 해 주는 이벤트도 있었답니다.
올해에는 어떠한 이벤트가 있을지 상상만 해도 즐거운 경북여름축제 입니다.
* 내성천 수상놀이도 준비되어 있습니다. 수상자전거를 비롯한 페달보트가 준비되어 있어서 연인들과 아이들에게 인기짱입니다
** 유로번지, 미니기차, 미니바이킹등 어린이 놀이동산도 따로 준비되어 있어서 아이들과 함께한 부모님들은 행복해 하는 아이들보며 천국이 봉화에 있다고 느끼실것입니다 .
봉화워터파크 3~6천원"
409,"은어반두잡이는 많은 먹거리를 얻는 재미가 있다면 맨손으로 잡는 은어는 또다른 재미를 느끼게 해줍니다.  준비, 땅이란 출발을 알리는 신호와 함께 초등학교때 공책을 얻기 위해 달렸던 그열정으로 달립니다. ㅎㅎ 1등으로 달린다고 해도 최종 우승자는 많은 은어를 잡은 사람입니다. 보이는 먹거리를 잡기위해 물속으로 달려가는 참여자들의 모습도 재미 있지만 평생 그속에 살아온 은어들의 여유로운 움직임은 보는이들에게 더한 즐거움을 선사해 줍니다.
오전, 오후, 야간 으로 나뉘어져 행해지는 체험은 매회 시작전 입장권을 준비해야 하며, 매회 300명으로 한정해 두었습니다. 300명씩 10일간 벌어지는 은어잡기는 혹시 모자르면 어떻해~ 라고 걱정 안 하셔도 된답니다. 봉화군에서 적절하게 은어를 관리 하고 있어서 모자름 없습니다. 봉화 여름축제 누구나가 즐길수 있도록 일년동안 준비를 하신다고 하니 우린 즐길준비만 하면 된답니다. "
410,"은어를 잡는 재미와 더위를 잊고 함께하는 즐거움이 어우러져 봉화 내성천과 체육공원 일대는 행복한 기운이 넘쳐 난답니다. 주어진 봉지가 있어도 옷에 둘둘말아 껴안고 나오는 체험자들은 그저 즐겁기만 합니다. 맨손잡기도 마찬가지로 중앙으로 모이는 은어는 없습니다. 가장자리로 몰리니깐, 픽하는 소리와 함께 뛰어 갈 필요 없답니다.
매번 축제장을 찾는 관광객은 요령을 터득해서 잡자마자 던집니다. 밖으로 던져진 은어는 어디로 도망을  가지 못하니깐 온전히 잡힐수 밖에 없답니다."
411,"은어잡이 신나게 하셨다면 구워 먹어야지요!! 수박냄새를 풍기는 물고기의 맛을 보기위해 즉석에서 숯불로 구워 주는데 3천원 입니다. 은어가 가지고 있는  영양은 피부에 가장 핫하게 표시를 해주는데 어머님들 잡은 은어 가져오실 생각말고 즉석에서 구워 드세요. 내피부를 위해 나의 노년을 위해 냠냠. 살아있는 생선을 즉석에서 구워 먹으니 그맛은 아~으
남녀노소 누구나 다 맛나다고 합니다. 한마리만 잡아온 아빠를 원망할수 있으니 맨손잡기에서 3마리 이상은 넉넉히 잡아 오셔야 한답니다
** 축제기간중 무료낚시존이 형성되어 있어서 사용 가능하신데 개인당 4시간만 허용이 된답니다. 맨손잡기에 자신이 없는 분들이나 손맛을 보고 싶은분들에게 권장합니다. "
412,"봉화은어축제 입장권을 소지한 고객에 한해 500cc를 1천원에 마실수 있답니다. 
신구시장 특정구역에서 펼쳐지는 맥주페스티벌은 축제장을 찾는 고객들도 즐겁지만 지역민들도 함께 즐기는 여름축제가 되었습니다. 은어축제 로고가 새겨진 알루미늄 맥주잔도 제작, 판매되고 있어서 한여름의 더위를 식혀줄 봉화맥주 페스티벌은  누구나가 함께 할수 있는 축제랍니다. 
****7월28일 7시부터 시작되는 초롱불트레킹도 놓치면 후회막심입니다. 청사초롱불을 들고 내성천길을 걸으면서 데이트했던 순간도 추억하고, 밤의 낭만도 아이들에게 알려 주세요~
*****민물고기전시관은 무료, 버스킹공연도 무료, 봉화맥주페스티벌도 무료
물놀이 하러 봉화에 들렸더니 다양한 축제가 덤으로 따라 왔다며, 입소문 내지 말고 우리끼리만?
안.되.요!!
즐거움은 함께해야 더 즐거워 집니다.
2019년 봉화로 모여~~~~~"
413,"오마이걸, 모모랜드, 노라조, 민해경, 박주희, 서지은, 성진우, 진해성, 이병철등 다수의 연애인들이 축제의 개막식을 열어 줍니다."
414,"미스트롯의 주역인 송가인을 비롯해 홍자, 김맑음, 설하윤등이 출연을 합니다."
415,"봉화가 큰지역은 아니지만, 내성천의 지형을 어느정도 숙지한다면, 우와좌왕 하지 않고, 축제를 즐길수 있을것입니다.
행사장 안내도 크게 띄워 구석구석 다양한 축제장의 놀거리 볼거리 다 둘러 보세요. 열흘동안 진행되는 축제라 개막식도 폐막식도 다 볼만 하답니다."
416,올여름 아이들 방학과 함께 떠날 여름축제 경북봉화은어축제장으로 고고!!
417,"축제기간에 맞쳐 가족 캠핑촌을 운영합니다.
조금은 불편할수 있지만, 봉화의 깨끗한 공기와 쏟아지는 별을 볼수 있는 기회입니다.
봉화대교 옆 잔디광장에서만 운영되는 관계로 40동만 운영하며 사전 예약으로 추억도 만들고, 가족애도 쌓을수 있을것입니다
텐트규격 - 240x 220 x 150 cm
구성품 - 매트2장, 렌턴1개, 테이블1개, 의자3개
           바베큐용품( 숯, 석쇠, 가위,집게) -별도구매
."
418,"텐트촌에 잆성을 못한다고 해서 걱정하지 않으셔도 됩니다. 봉화읍을 비롯해 축제기간에는 여관과 모텔, 여인숙이 준비되어 있습니다. 별은 하늘에서 찾으시고, 숙박은 봉화읍과 각각의 면소재지에서  쿨하게 잠을 청해보는것도 좋을것 같습니다."
419,
420,"봉화은어측제장에서 잡은 은어로 구어도 먹고, 탕으로 해서 먹을수 있습니다.
혹여, 만에하나라도 못잡은 관광객이 있다면 인심좋은 봉화읍의 식당을 이용해 보셔도 좋습니다."
421,"***은어는 1급수에서만 서식하는 회귀성 어족입니다. 늦은 봄부터 여름까지 15~30cm로 급성장하는데 살아 있을때 수박향이 납니다. 은어잡이를 남녀노소 즐길수 있는 이유도  은어의 수박냄새 때문입니다  임금님께 진상하였다는 은어는 튀김을 해도 맛나지만, 구이, 회, 은어죽으로도 만드는 최고급 웰빙식품입니다. 훈제연어는 편도선염에 특효가 있다고 하니 미세먼지로 목이 불편한 분들도 경북여행을 통해 은어 꼭 드셔 보세요
오메가3, 지방산,항산화,항고혈압, 항염증,미백효과에 좋다는 펩타이드가 있어서 여성분들 필수 음식이라고 할수 있습니다."
422,"축제에 참여하면 봉화사랑상품권 3천원씩 돌려 받습니다. 봉화군에서만 사용할수 있는 상품권 아낌없이 사용해 주세요~축제 기간에 맞쳐 10%할인도 진행되고 있다하니 봉화에서 며칠 지내신다면 봉화사랑상품권 쓰는만큼 10% 절약된다는거 기억하고
지역 경제를 살리고, 봉화군의 활성화를 위해 팍팍 상품권사용해 주세요.
전국적으로 지역 상품권을 활성화 시켜 활용중에 있습니다. 카드사용이 동전관리를 안해도 되고, 포인트가 쌓인다는 잇점이 있지만, 전국민의 경제를 한번더 생각한다면 지역상품권을 활성화 시켜야 한다는거 아시죠.  명절이면 고향가는 길이 막히고 힘들어도 매년 반복해서 하는 이유 즐거움이 크기 때문입니다. 쉽고 편하게 비행기 타는게 좋지 않을까? 하실수 있지만, 좋은공기 마시며 힐링할수 있는 봉화는 물놀이와 밤의 축제를 한꺼번에 즐길수 있어서 남녀노소 모두 즐거워 하실듯 합니다.
2019.7.28
봉화로 출발~"
423,"안녕하세요!
꿈과 희망을 주고, 
누구나 살고 싶은 풍요로운 
경상북도 소식을 알려주는 
경상북도 블로그 지기입니다!"
424,"여러분,  소식 들으셨나요?
정부에서 숙박·여행·외식 할인 지원을 
순차적으로 재개한다는 소식!"
425,"어디론가 훌쩍 떠나고 싶은 가을
나라에서 여행을 
이렇게 적극적으로 지원해준다면
국내 가을 여행지로 떠나야죠!
국내 가을 여행지는 역시 경북!
그렇다면, 경북 어디를 다녀와야
국내 가을 여행
 잘 다녀왔다고 소문이 날까요?"
426,"한국 관광공사는
코로나19로 부터 안전하게
 가을 정취를 느낄 수 있는
 가을 비대면 관광지 100선을 
선정했는데요!"
427,"오늘은
 비대면 지수 5점 만점에 5점
(★★★★★ 별이 다섯 개!!) 
경북의 국내 가을 여행지
7곳을 소개해드리겠습니다."
428,"서악서원
경주 옥산서원과 함께
경주 대표적인 서원으로 불리는 '서악서원'
서악서원은
 경상북도 기념물 제19호로
매주 토요일 저녁 18시부터 21시까지 
고택 음악회가 열려 
국내 여행객은 물론 외국 여행객들에게 
많은 사랑을 받고 있는 여행지 입니다!"
429,"문의 
 054) 779-6102~5 (경주시청 문화재과) 
054) 772-3843 (경주역 관광안내소)
입장료 
 무료(숙박비는 별도비용 필요)"
430,"김천 치유의 숲
힐링을 할 수 있는, 최고의 국내 가을 여행지
국립 김천 치유의 숲을 자신있게 권합니다. 
 자작나무숲, 숲 명상길,
 데크 산책길, 전망대, 출렁다리 등 
 가벼운  산책부터 등산 마니아까지 
모두 만족할 수 있는 힐링 국내 가을 여행지
'김천 치유의 숲' 입니다."
431,"이용요금
개인 10,000원(5인 이상) 
/ 단체 8,000원(20인 이상)  / 숲태교 7,000원
(김천시민)
이용 시간
09:00 ~ 18:00 (프로그램별 이용 시간은 상이)
문의 : 054-435-3412"
432,"낙강물길공원
안동 비밀의 숲
 한국의 지베르니 낙강물길공원
낙강물길공원에서
 호수를 바라보며 즐기는 혼크닉은
 어느 카페 부럽지 않은 
최고의 사진 명소인데요."
433,"자타공인 경북 사진 맛집
곳곳에 숨어있는 포토존에서 추억을 찍고
 숲속 쉼터를 지나  안동루로 오르면
그곳에서 안동댐을 한눈에 내려다볼 수 있는
안동 비밀의 숲, 낙강물길공원
이번 주말, 국내 가을 여행지
낙강물길공원으로 여러분을 초대합니다!"
434,"이용요금 : 무료입장
이용 시간 : 연중무휴 상시개방
문의 : 054-850-4203"
435,"한밤마을
육지 속의 제주도, 한밤마을의 돌담길
팔공산이 북쪽 자락에 위치해 
 사방으로 경치가 대단히 수려하며
 마을 전체의 집들이 
북향으로 배치되어 있는 
국내 가을 여행지
육지 속의 제주도, 한밤마을 "
436,"한밤마을은 전체적으로
 지역에서 채집된 강돌로 
자연스럽게 축조된 돌담이 전통가옥들과 
잘 조화를 이루고 있고
 곡선형의 예스러운 골목길의 정취를
 자아내고 있으며 보존 또한 잘 되어 있어
마을 대청을 중심으로 한
자연풍경이 아름다운 명소입니다!
따뜻한 가을 햇살을 맞으며
걷기 좋은 국내 가을 여행지입니다."
437,"이용요금 : 무료
문의 : 054-380-6915
이용시간 : 연중무휴 / 상시개방"
438,"고령은행나무숲
은행나무숲에 둘러싸여
 잠시나마 답답함을 내려놓고 
가슴 깊숙이
 맑은 공기를 마실 수 있는 곳
국내 가을여행지 
고령은행나무숲"
439,"고령은행나무숲은 
 키 크고 가을 색감을 띈 은행나무들이
 마치 비밀의 숲에 온듯한 
기분좋은 착각을 불러 일으키며
  낙동강을 끼고 있어 
수변의 억새 또한 장관입니다!
은행나무, 억새풀, 숲이 주는 안정감
국내 가을 여행지, 고령은행나무숲에서 만나요!"
440,"이용요금 : 입장무료
문의 : 054-955-4790
이용시간 : 연중무휴, 상시개방"
441,
442,"초간정
경상북도 예천군
용문사 가는 길에서 마주할 수 있는 초간정
드라마 '미스터 선샤인' 촬영지로 알려진
 '예천군 초간정' 
수령이 꽤 오래되어 보이는
 수림 사이로 거대한 암반 위"
443,"조선 시대의 정자 초간정이
 그 모습을 드러내고, 정자 아래에는 
계곡물이 흐르고 있는데요.
 초간정 정면에 서서
 정자를 바라보고 있노라면
 선인들의 멋스러움과 자연 친화적인
 삶의 지혜를 느끼실 수 있습니다."
444,"입장료 : 무료
문의 : 054-650-6391
주차시설 : 주차가능"
445,
446,"35번 국도 선유교
미슐랭의 관광 가이드북 그린가이드 한국 편
 유일하게 별점을 받은 드라이브 명소
 안동~봉화~태백으로 이어지는 
35번 국도의 구간 중
 봉화의 가송리 청량산까지 이어진 
 신선이 노니는 다리라 불리는
 선유교"
447,"답답한 마음, 좋아하는 음악을 들으며
시원하게 드라이브를 즐기고 싶으시다면
국내 가을 여행지
35번 국도 선유교를 향해 
엔진을 켜두세요!"
448,"이용요금 : 무료
이용 시간 : 상시개방, 연중무휴"
449,"어디론가 훌쩍 떠나고 싶은 가을
어디로 떠나야 할지 망설여지신다면
장소 하나하나가 국내 가을 여행 맛집! 
경북으로 오세요!
국내 가을 여행지 추천!
경상북도를 강력하게 추천합니다!"
450,
451,
452,
453,봄이 성큼 다가왔다. 계절의 변화를 느끼기에 가장 좋은 것은 자연 속으로 풍덩 빠져보는 것! 따뜻한 봄바람이 불면 어디로든 떠나고 싶은 마음이지만 아직 안심할 수 없는 상황이기에 언택트로 안전하게 즐길 수 있는 경북의 봄 여행지를 소개합니다.
454,포항 ｜ 곤륜산
455,"지난해부터 SNS에서 '포항 오션뷰 핫플레이스로' 떠오른 곳! KBS 예능프로그램 1박 2일의 촬영지로 더 유명해지게 된  '포항 곤륜산'은 탁트인 동해바다에서 불어오는 해풍을 만끽할 수 있으며  2018년 세계패러글라이딩 월드컵대회가 개최될 정도로 수려한 주변 환경을 자랑한다. 어디를 배경삼아 찍어도 포토존 스팟!
경주 ｜ 보문호둘레길"
456,"거대한 인공호수인 보문호에 핀 벚꽃과 개나리 등 봄꽃을 따라 걸을 수 있는 길로 그 길이는 약 8km이다. 큰 경사가 없고 나무 데크가 잘 깔려 있어서 유모차가 있는 여행객이나 남녀노소 쉽게 걸을 수 있다. 길 중간중간 벤치와 정자가 있어서 잠시 쉬면서 보문호의 시원한 전경을 바라보면 몸과 마음 모두 절로 힐링하는 느낌이 든다.
김천 ｜ 연화지"
457,"김천 연화지는 무려 조선시대에 농업용으로 만들어진 저수지로 물이 맑고 경관이 좋아 저수지 한가운데 섬을 만들고 정자를 지어 시를 읊거고 풍류를 즐겼다고 한다. 지금은 김천시민들의 휴식공간이자 봄꽃이 만개하는 날에는 관광객들이 발걸음이 끊이지 않는 곳이다.
안동 ｜온뜨레피움"
458,"안동 유교랜드와 더불어 안동문화관광단지 내 테마형공원으로 조성된 온뜨레피움! 미니기차체험관, 계단분수, 바위정원, 놀이광장, 토피어리정원 등 다양한 체험공간이 있어 가족단위 관광객들이 즐기기에 좋은 곳이다. 지난 3월 3일 재개장하여 이달 마지막 날까지 요금할인도 받을 수 있다. 자세한 사항은 아래 링크를 참고!"
459,구미 ｜ 금오산 벚꽃길
460,"나만알고 싶은 숨겨진 벚꽃 명소로 잘 알려지지 않은 만큼 수더분한 매력을 간직한 곳이다. 산길 초입까지는 한적한 드라이브 코스가 이어지고 저수지 주변에는 친구, 연인, 가족과 걸을 수 있는 산책길이 있다. 무엇보다 일상에서 그리 멀지 않아 여러번 방문할 수 있다는 큰 장점이 있는 곳으로 3월 말을 시작으로 4월에 절정에 이른다.
영주 ｜ 서천변 꽃길"
461,"4.5km 구간에 400여 벚나무가 꽃길과 터널을 만들어 주는 곳이다. 서천둔치는 위치에 따라 배고개 둔치, 영일 둔치, 한절마둔치, 지천 둔치라는 이름으로 불리기도 하는데 벚나무는 영일 둔치, 지천 둔치, 한절마둔치 건너편에서 볼 수 있다. 별빛정원 거리에는 야간조명시설이 갖춰져 낮에 보는 벚꽃과는 색다른 매력을 즐길 수 있다.
영천 ｜ 가래실문화마을"
462,"마을 곳곳에서 다채로운 작품들을 감상하고 싶다면 추천하는 이 곳은 평범하던 지역이 대규모 미술 마을 사업으로 탈바꿈한 곳이다. 담벼락에는 연꽃 그림과 나무 그림들이 그려지고 무엇보다 마을 사람들의 의견을 반영하여 작품들이 만들어져 그들의 스토리를 조금이나마 느낄 수 있다.
상주 ｜ 경천섬"
463,"경천섬은 경부 상주시 중동면에 위치한 낙동강 700리 물길위에 초승달처럼 떠 있는 작은 인공섬이다. 봄이 되면 경첨섬에 노란 유채꽃이 만개하여 주변 자전거박물관, 국립낙동강생물자원관과 둘러 보기 좋은 곳이다. 
문경｜에코랄라"
464,"문경에코랄라는 기존 문경석탄박물관과 가온오픈세트장이 에코타운과 야외체험시설 등의 새로운 시설 및 다양한 콘텐츠로 태어난 곳이다. 친환경 녹색문화의 중심 문경에서 영상·문화 콘텐츠를 결합한 상태·녹색에너지·환경 테마의 휴양문화공간으로 모든 연령층이 함께 즐길 수 있다.
경산｜반곡지"
465,"반곡지는 1903년에 만들어진 농업용 저수지인데 그 특유의 풍광이 아름다워 사진 찍기 좋아하는 사람들 사이에서 유명해지면서 점차 알려지게 되었다. 반곡지에서 가장 유명한 것은 물가를 따라 드리운 왕버들이지만 봄이 되면 복사꽃을 보기위해 이 곳을 방문하는 살마들이 많아진다. 핑크빛 복사꽃과 푸른 하늘이 만들어내는 장관이 멋진 곳이다.
군위｜혜원의 집"
466,"김태리 배우 주연인 <리틀 포레스트> 영화는 개봉한지 꽤 되었지만 많은 사람들의 인생 영화로 손꼽히고 있다. 삶의 의미를 되돌아보는 주인공이 고향으로 돌아와 지내는 집으로, 주인공 이름을 따 '혜원의 집'이라 불린다. 집 내부에는 영화를 찍을 때 사용한 연출 소품도 그대로 자리하고 있으며 영화속 혜원처럼 자전거를 타고 마을 곳곳을 도는 것도 이색적인 경험을 즐기는 방법 중 하나가 된다.
의성｜조문국박물관·사적지"
467,"조문국 사적지는 삼한 시대 성읍 국가인 조문국의 흔적이 남아 있는 고분군이다. 5월에는 7천여 제곱미터 규모에 1만 4000여 그루로 조성된 작약꽃 단지의 작약꽃이 개화를 시작하여 봄이 만연한 시기에 방문하는 것이 좋다.
청송｜ 청보리정원"
468,"청송군은 지난해 청송 지역 도시브랜드와 이미지에 어울리는 산소카페 청송정원을 조성했다. 파천면 신기리 728번지 일원에 약 4만평 부지의 백일홍 화원과 청보리단지를 조성하고 전망대, 쉘터, 안내판 등 편의시설을 설치하여 새로운 볼거리와 함께 청정·힐링 휴양명소로 자리잡을 예정이다. 
영양｜서석지"
469,"서석지는 영양의 전통마을인 연당마을 안에 있는 작은 연못을 일컫는다. 조선 광해군 때 정영방 선생이 만든 연못으로 구릉 밑, 하얀 돌이 있는 곳에 못을 파고 서석지라 이름을 붙였다. 정자에서 느끼는 나무 향기와 주변 나무들이 만들어내는 고즈넉함에 전통마을 경취가 인상적인 곳이다.
영덕｜블루로드"
470,"영덕에는 언제 방문해도 좋지만 봄에 부는 쾌청한 해풍을 맞으며 걷기 좋은 '블루로드'가 있다. 강구항에서 고래불 해변까지 이어지는 총 50km 해안 길로 A,B,C,D 코스로 나눠져 있다. 그 중 B코스는 에메랄드 빛의 영덕 바다를 가장 잘 볼 수 있는 코스다. 해맞이공원, 전망대, 해변가 등 다양한 볼거리들이 지루할 틈 없이 걷는 재미를 더한다.
청도｜각북 벚꽃길"
471,"대구 근교로 떠나기 좋은 청도 각북 벚꽃길입니다. 네이게이션에 '각북교'라고 검색하면 쉽게 도착할 수 있다. 양쪽으로 벚꽃나무가 빽빽하게 들어차 사람들에게는 흔히 '벚꽃로드'라 불리운다. 가족 나들이객이나 연인 데이트 코스로 적당한 곳으로 평일에는 지나가는 차들도 많이 없어서 한적한 곳에서 여유롭게 벚꽃 구경하고 싶은 분들에게는 주말보다 평일에 방문하는 것을 추천한다.
고령｜개실마을"
472,"고령 개실마을은 농촌 체험과 대가야 역사 유적지도 둘러 볼 수 있는 곳이다. 개실마을은 무오사화 때 화를 입은 점필재 김종직의 5대손이 피신와서 살면서 꾸려진 선산 김씨 집성촌 마을이다. 정겨운 돌담길, 푸른 나무들이 아름다운 풍경을 연출한다.
성주｜가야산 정견모주길"
473,"가야산 자락에 위치한 역사신화테마관 뒤로 가면 자연 속에서 힐링할 수있는 가야산 정견모주의 길을 만날 수 있습니다. 나무 데크로 잘 만들어진 길뿐만 아니라 여러 사람이 걸어 잘 다녀진 흙길을 따라 걸을 수 있고 곳곳에 핀 야생화들로 봄 기분을 만끽할 수 있습니다.
칠곡｜매원마을 벚꽃길"
474,"매화가 떨어진 모양을 닮았다고 하여 붙여진 이름인 매원마을! 벚꽃길은 매원사거리에서 매원마을 가는 방향쪽으로 나 있다. 벚꽃 명소로 잘 알려진 곳이 아니라 사회적 거리두기 유지하며 벚꽃 구경이 가능한 곳이다 차를 타고 벚꽃 드라이브 코스로 계획하는 것을 추천!
예천 ｜ 그루작"
475,"예천 그루작은 가드닝수업, 팜파티, 식물전시 관람과 식물구매 등이 가능한 '식물문화공간'으로 지난해 첫 개장하였지만 SNS을 통해 입소문을 타기 시작하면서 전국에서 찾는 명소로 거듭나게 되었다. 4~5월에 핀 청보리는 온실하우스와 농막 앞으로 그림처럼 펼쳐지며 자연을 체험하고 자연과 놀 수 있는 공간이다.
봉화｜ 축서사"
476,"봄 트레킹 코스로 안성맞춤, 봉화 축서사! 신라시대에 지어진 절로 6.25전쟁 때 대부분의 건물이 불타버리고 지금은 대웅전과 요사채만이 남아 있다. 대웅전에는 보물 제 995호인 봉화 축서사 석조비로자나불좌상과 목조광배가 있다. 축서사를 오르는 길에는 큰 나무가 그늘을 만들어 주어 햇빛을 피할 수 있고 등산로와도 이어져 있다.
 울진｜성류굴"
477,"울진 엑스포공원에서 왕피천을 거슬러 오르면 도착하는 성류굴은 천연기념물 제155호로 지정되었으며 우리나라에서 가장 오래된 기록을 가지고 있는 동굴이다. 동굴 내부에는 널찍한 광장과 내부에 설치된 조명들이 웅장함을 더하고 동굴 밖으로 나가면 조용하게 흐르는 왕피천을 따라 이국적인 느낌도 물씬 느낄 수 있다.
울릉｜수토역사전시관"
478,조선은 울릉도를 수토라는 특별한 제도를 통해 관리해왔다. 수토사를 파견하여 육지에서 도망친 조선인들을 찾아내고 울릉도에 접근한 왜인을 토벌하는 일을 하였는데 울릉도 수토역사전시관은 울릉도와 독도를 지켜온 조선의 기록과 자료가 전시되어 있어 과거 역사를 돌아보기 좋은 곳이다. 울릉도는 4월이면 유채꽃밭도 넓게 조성되어 있어 봄에 방문하여 함께 둘러보는 것을 추천한다.
479,
480,"모
처럼 온종일 진득하게 비가 왔고 신경 써야 할 약속 하나 없이 자고 일어나 먹는 것만 반복하며 주말을 채웠다. 평소와 달리 비중이 아주 적었던 컴퓨터 앞에 앉아 있던 시간은 5월 첫 여행으로 만난 경북 상주의 기록을 다뤘는데, 집에서 1시간 반 정도면 닿는 만큼 가까운 지역이지만 처음 가본 것으로 비롯된 신선한 느낌이 아주 커서 보다 잘 대하고 싶었다. 다만 좀 아쉬웠던 건 차가 있었음에도 보다 폭넓게 이 지역을 대하지 못한 점인데, 상주 가볼만한곳 대부분이 경천대 인근에 밀집된 게 사실이지만 상주에 진입하며 반나절 정도 보낸 함창읍을 제외하면 목적지 비중이 한 권역에 과하게 집중된 게 사실이다. 하지만 이번 한 번으로 상주 여행을 끝맺는 게 아니니 다음에 동선을 만들 땐 다른 권역에 무게감을 부여해볼 생각이다. 개인적으로 속리산 문장대까지 닿는 최단코스인 화북 권역에 대한 관심이 크다. 전통적으로 경상도의 두 번째 중심 도시였던 상주는 영남의 거점 대구뿐만 아니라 대전, 충북 중·남부와도 100km 내 거리라 대전, 청주, 대구 근교 드라이브 여행지로 모두 적절한 곳인데, 정서상 대구와의 교류가 더욱 활발할 듯하여 제목 키워드에 대구 근교 드라이브를 넣게 되었다. 이번 주말 코로나19에 대한 긴장감이 증폭되어 어디로 나서는 게 다시금 떨떠름해졌지만, 지금까지 그랬듯 이번 역시 잘 이겨낼 수 있으리라 굳게 믿는다."
481,"오
전 7시 반쯤 집을 나서 괴산, 문경 지나 상주의 첫 면모를 함창역에서 맞이한 건 오전 9시 5분 전, 김천 방향으로 운행 중이던 경북선 무궁화호와 마주쳤다. 상주 지역 내 기차역은 총 5개인데 그중 1일 왕복 5회 경북선 무궁화호가 정차하는 건 백원역을 제외한 옥산, 청리, 상주, 함창역이다. 함창 아트로드의 시작과 끝을 맺는 함창역은 역무원 없이 역사만 덩그러니 있는 무인역인데, 김천과 영주 간 경북선 115km 중 55.8km 지점에 위치해 경북선의 정중앙으로 봐도 손색없다. 한편 나를 함창으로 이끈 함창 아트로드는 이 동네를 한 시간 정도 걸려 둘러볼 수 있도록 조성된 걷기여행길로써 전고령가야왕릉은 함창이 중심이던 고령가야의 흔적을 엿볼 수 있었고, 거리 곳곳에 설치된 예술작품은 시골 동네 거니는 재미를 한층 북돋았다. 비록 2015년 조성 이후 관리가 좀 소홀한 것 같은 느낌이 다소 아쉬움으로 남았지만, 난생처음 만난 동네를 이만큼 체계적으로 둘러볼 수 있는 경우도 분명 몇 없기에 즐거운 아침 산책으로 여길 수 있었다."
482,"강
원도 태백 황지연못에서 발원해 부산 을숙도까지 낙동강 1300리 물길 중 가장 아름답다는 상주 경천대, 이곳은 상주 가볼만한곳 0순위로 상주 관광 명소들의 큰 어른 같은 느낌을 잔뜩 풍긴다. 나는 드라마 상도 촬영장, 경천대, 전망대, 황토 맨발 산책로 순으로 1시간 30분 정도 누볐는데, 안내 표지판을 잘 따라가기만 하면 준비된 모든 공간과 만날 수 있어 깜빡 빠뜨린 곳 없이 다 만났다는 개운함이 아주 기분 좋게 와닿는다. 경천대를 통해 바라보는 반원형 농촌마을은 회상2리인데, 논이 금빛으로 물들 추수 직전에 맞춰 다시 찾고 싶다는 마음이 알아서 들었다."
483,"자
연을 거닐며 머무는 걸 좋아하는 여행자로서 내 의지가 발동해 박물관을 찾는 경우는 거의 없지만, 상주자전거박물관은 꼭 들러봐야 할 것 같은 생각이 상주 여행 준비 단계부터 있었다. 국내 최초의 자전거박물관이란 수식어보다 앞선 그 이유는 자전거포 큰아들래미란 나의 오랜 대명사, 자전거는 아버지로부터 시작된 우리 가족사의 가장 중요한 키워드로써 나는 한글보다 자전거 타는 법을 먼저 배웠다. 학창시절엔 아버지가 조립해 주신 자전거를 타고 학교에 다녔고, 지금은 자전거 배달과 간단한 수리로써 가업에 참여하고 있다. 한편 상주자전거박물관은 상설·기획전시실로 전시 공간이 존재하는데, 상설전시실은 자전거의 변화상과 에너지 효율 체험으로 주로 구성되었고 기획전시실은 상주 지역의 자전거 문화에 대해 다루고 있다. 먼저 상설전시실에선 자전거의 기원이 모든 탈것과 마찬가지로 말을 대체하기 위함이라는 걸 말머리를 모티브로 삼은 핸들로 알 수 있었고, 보다 더 편하게 타기 위한 노력이 꾸준히 진행되었다는 것 역시 변천사를 통해 확인했다. 기획전시실에선 상주 지역 내 자전거 가게 사장님들의 인터뷰가 우리 아버지 이야기 같아 괜히 찡했는데, 불과 몇 년 전까지만 해도 200여 개에 달하는 자전거 부품을 손수 조립해서 사용했다는 부분에선 아버지의 노고가 유난히 진하게 공감되었다."
